Transaction Creation Cycle Date,Transaction Effective Date,Accounting Cycle Date,Accounting Company,Main Account,Sub Account,Product LOB,Description,Payee Name,Batch Number,Transaction Type,Group Number,Policy Number,Family Number,Credit/Debit,Amount,Check Number,User ID,Offset
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D6679357,F100037584,Debit,13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,36326,08D6679357,F100037584,Credit,-13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D6679357,F100037584,Debit,13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,05920,08D5302862,F100043326,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,05920,08D5302862,F100043326,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,05920,08D5302862,F100043326,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,05920,08D5302862,F100043326,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08F9411958,F100037584,Debit,16.25,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08F9411958,F100037584,Credit,-16.25,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08F9411958,F100037584,Debit,16.25,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15000_L73,Premium Renewal,,H957,Premium,36326,08F9411958,F100037584,Credit,-16.25,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08D8666586,F100037584,Credit,-26.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D8666586,F100037584,Debit,26.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,36326,08D8666586,F100037584,Credit,-26.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D8666586,F100037584,Debit,26.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08D9484222,F100037033,Credit,-13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D9484222,F100037033,Debit,13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15211_L01,Premium Renewal,,H957,Premium,36326,08D9484222,F100037033,Credit,-13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D9484222,F100037033,Debit,13.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08D8667410,F100037077,Credit,-17.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D8667410,F100037077,Debit,17.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D8667410,F100037077,Debit,17.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,36326,08D8667410,F100037077,Credit,-17.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D6679359,F100037584,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08D6679359,F100037584,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,36326,08D6679359,F100037584,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D6679359,F100037584,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08D6685443,F100037033,Debit,14.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08D6685443,F100037033,Credit,-14.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,36326,08F9555576,F100037077,Debit,11.31,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,36326,08F9555576,F100037077,Credit,-11.31,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,36326,08D6685443,F100037033,Credit,-14.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08D6685443,F100037033,Debit,14.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,36326,08F9555576,F100037077,Debit,11.31,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15000_L73,Premium Renewal,,H957,Premium,36326,08F9555576,F100037077,Credit,-11.31,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,37179,08D8319688,F100041921,Credit,-66.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,37179,08D8319688,F100041921,Debit,66.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,37179,08D8319688,F100041921,Debit,66.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15204_L03,Premium Renewal,,H957,Premium,37179,08D8319688,F100041921,Credit,-66.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08F7187147,F100050593,Debit,46.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08F7187147,F100050593,Credit,-46.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08F7187147,F100050593,Debit,46.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15400_L73,Premium Renewal,,H957,Premium,75320,08F7187147,F100050593,Credit,-46.30,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08D7187534,F100050785,Debit,13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08D7187534,F100050785,Credit,-13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08D7187534,F100050785,Debit,13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,75320,08D7187534,F100050785,Credit,-13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08F7187593,F100051487,Credit,-14.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08F7187593,F100051487,Debit,14.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15400_L73,Premium Renewal,,H957,Premium,75320,08F7187593,F100051487,Credit,-14.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08F7187593,F100051487,Debit,14.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,30663,08D7359987,F100038688,Debit,30.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,30663,08D7359987,F100038688,Credit,-30.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,30663,08D7359987,F100038688,Debit,30.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,30663,08D7359987,F100038688,Credit,-30.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,30663,08D5167608,F100038857,Credit,-21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,30663,08D5167608,F100038857,Debit,21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,30663,08D5167608,F100038857,Debit,21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,30663,08D5167608,F100038857,Credit,-21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08D7187535,F100050785,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08D7187535,F100050785,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5629510,F100043919,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5629510,F100043919,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,75320,08D7187535,F100050785,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08D7187535,F100050785,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5629510,F100043919,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5629510,F100043919,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08F7187537,F100050785,Debit,21.05,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08F7187537,F100050785,Credit,-21.05,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15400_L73,Premium Renewal,,H957,Premium,75320,08F7187537,F100050785,Credit,-21.05,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08F7187537,F100050785,Debit,21.05,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5629511,F100043919,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5629511,F100043919,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5629511,F100043919,Debit,8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5629511,F100043919,Credit,-8.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,08D9567453,F100045089,Credit,-23.47,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,08D9567453,F100045089,Debit,23.47,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15211_L01,Premium Renewal,,H957,Premium,34674,08D9567453,F100045089,Credit,-23.47,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,08D9567453,F100045089,Debit,23.47,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08D7187533,F100050785,Debit,13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08D7187533,F100050785,Credit,-13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,75320,08D7187533,F100050785,Credit,-13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08D7187533,F100050785,Debit,13.39,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,10000013953,F100044891,Debit,15.40,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,10000013953,F100044891,Credit,-15.40,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,10000013953,F100044891,Debit,15.40,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Premium Income Renewal,,P15207_L04,Premium Renewal,,H957,Premium,34674,10000013953,F100044891,Credit,-15.40,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,08D8472700,F100045089,Debit,23.83,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,08D8472700,F100045089,Credit,-23.83,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,08D8472700,F100045089,Debit,23.83,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,34674,08D8472700,F100045089,Credit,-23.83,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,75320,08D7187536,F100050785,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,75320,08D7187536,F100050785,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,75320,08D7187536,F100050785,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,75320,08D7187536,F100050785,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,33888,08D5044676,F100053416,Credit,-228.75,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,33888,08D5044676,F100053416,Debit,228.75,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,33888,08D5044676,F100053416,Debit,228.75,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P12003_L42,Premium Renewal,,H957,Premium,33888,08D5044676,F100053416,Credit,-228.75,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5630180,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5630180,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5630180,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5630180,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5483197,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5483197,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5483197,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5483197,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,33888,08D5038833,F100054039,Debit,29.10,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,33888,08D5038833,F100054039,Credit,-29.10,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,33888,08D5038833,F100054039,Debit,29.10,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P12003_L42,Premium Renewal,,H957,Premium,33888,08D5038833,F100054039,Credit,-29.10,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5630181,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5630181,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5630181,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5630181,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,08D5483198,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,08D5483198,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,72523,08D5483198,F100044244,Credit,-4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,08D5483198,F100044244,Debit,4.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,33888,08D5041640,F100053923,Debit,79.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,33888,08D5041640,F100053923,Credit,-79.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,33888,08D5041640,F100053923,Debit,79.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P12003_L42,Premium Renewal,,H957,Premium,33888,08D5041640,F100053923,Credit,-79.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,10000045913,F100045030,Credit,-43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,10000045913,F100045030,Debit,43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Premium Income Renewal,,P15207_L04,Premium Renewal,,H957,Premium,34674,10000045913,F100045030,Credit,-43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1012,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,10000045913,F100045030,Debit,43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,72523,10000031788,F100043909,Debit,12.48,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,72523,10000031788,F100043909,Credit,-12.48,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15207_L04,Premium Renewal,,H957,Premium,72523,10000031788,F100043909,Credit,-12.48,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,72523,10000031788,F100043909,Debit,12.48,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,08D8472595,F100045038,Credit,-52.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,08D8472595,F100045038,Debit,52.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,33888,08D5044258,F100053769,Debit,101.08,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,33888,08D5044258,F100053769,Credit,-101.08,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,34674,08D8472595,F100045038,Credit,-52.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,08D8472595,F100045038,Debit,52.00,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,33888,08D5044258,F100053769,Debit,101.08,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P12003_L42,Premium Renewal,,H957,Premium,33888,08D5044258,F100053769,Credit,-101.08,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,33888,08D5042627,F100053633,Credit,-76.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,33888,08D5042627,F100053633,Debit,76.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,33888,08D5042627,F100053633,Debit,76.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P12003_L42,Premium Renewal,,H957,Premium,33888,08D5042627,F100053633,Credit,-76.45,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,41388,08D9623406,F100066277,Debit,19.37,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,41388,08D9623406,F100066277,Credit,-19.37,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15205_L05,Premium Renewal,,H957,Premium,41388,08D9623406,F100066277,Credit,-19.37,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,41388,08D9623406,F100066277,Debit,19.37,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,08D8472530,F100045046,Debit,21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,08D8472530,F100045046,Credit,-21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,34674,08D8472530,F100045046,Credit,-21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,H957,Premium,34674,08D8472530,F100045046,Debit,21.67,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,34674,08D8472529,F100045046,Debit,43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,34674,08D8472529,F100045046,Credit,-43.33,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Cash,BankDraft,P15204_L02,Draft Cash Clearing,,,BankDraft,38040,08D8265958,F100056632,Debit,19.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Suspense,BankDraftClearing,P15204_L02,Bank Draft Clearing,,,BankDraft,38040,08D8265958,F100056632,Credit,-19.50,,,false
03/10/2026,03/10/2026,03/10/2026,C1010,Premium Income Renewal,,P15210_L01,Premium Renewal,,H957,Premium,34674,08D8472529,F100045046,Credit,-43.33,,,false
