Suspense Type,Company,Family Number,Policy Number,Group Number,Group Name,Division Number,Original Cycle Date,Suspense Account,Item Type,Item Status,Item Age,Deposit Amount,Withdrawal Amount,Remaining Deposit Balance,Description,Product LOB,Payment Method,Carrier Code,Processed User,Policy Status,Batch Number
Policy,Unum,F100111343,08F9531690,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.15,0.00,10.15,Internal transfer to policy 08F9531690 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111416,08F9531714,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.66,0.00,10.66,Internal transfer to policy 08F9531714 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111416,08F9531714,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.66,0.00,10.66,Internal transfer to policy 08F9531714 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108798,08F9531716,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,9.65,0.00,9.65,Internal transfer to policy 08F9531716 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108798,08F9531716,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,9.65,0.00,9.65,Internal transfer to policy 08F9531716 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106080,08F9531721,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,2.54,0.00,2.54,Internal transfer to policy 08F9531721 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100106080,08F9531721,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,2.54,0.00,0.93,Internal transfer to policy 08F9531721 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109776,08F9531737,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,2.91,Internal transfer to policy 08F9531737 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109776,08F9531737,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531737 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107352,08F9531766,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,11.02,0.00,6.04,Internal transfer to policy 08F9531766 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107352,08F9531766,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,11.02,0.00,11.02,Internal transfer to policy 08F9531766 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111371,08F9531786,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.08,Internal transfer to policy 08F9531786 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111371,08F9531786,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531786 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107454,08F9531787,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,7.11,0.00,6.52,Internal transfer to policy 08F9531787 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108232,08F9531792,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,8.13,0.00,5.31,Internal transfer to policy 08F9531792 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108675,08F9531801,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,13.85,0.00,13.85,Internal transfer to policy 08F9531801 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100108525,08F9531810,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.47,0.00,6.47,Internal transfer to policy 08F9531810 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108525,08F9531810,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.47,0.00,6.47,Internal transfer to policy 08F9531810 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107059,08F9531822,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,7.87,0.00,7.87,Internal transfer to policy 08F9531822 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107059,08F9531822,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,7.87,0.00,7.87,Internal transfer to policy 08F9531822 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108195,08F9531828,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531828 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108195,08F9531828,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.08,Internal transfer to policy 08F9531828 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100112154,08F9531835,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,3.69,0.00,3.69,Internal transfer to policy 08F9531835 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100112154,08F9531835,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,3.69,0.00,3.69,Internal transfer to policy 08F9531835 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109317,08F9531839,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,10.15,0.00,1.09,Internal transfer to policy 08F9531839 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109317,08F9531839,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.15,0.00,10.15,Internal transfer to policy 08F9531839 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100106199,08F9531875,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,14.77,0.00,14.77,Internal transfer to policy 08F9531875 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106199,08F9531875,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,14.77,0.00,14.77,Internal transfer to policy 08F9531875 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100105822,08F9531881,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531881 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100105822,08F9531881,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.32,Internal transfer to policy 08F9531881 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107002,08F9531906,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,2.36,Internal transfer to policy 08F9531906 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107002,08F9531906,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531906 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100105933,08F9531938,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.08,Internal transfer to policy 08F9531938 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107740,08F9531944,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9531944 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107740,08F9531944,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,0.68,Internal transfer to policy 08F9531944 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109412,08F9531951,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,9.23,0.00,9.23,Internal transfer to policy 08F9531951 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109412,08F9531951,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,9.23,0.00,9.23,Internal transfer to policy 08F9531951 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111153,08F9531995,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,6.09,0.00,2.66,Internal transfer to policy 08F9531995 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100110329,08F9532001,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,4.57,0.00,3.64,Internal transfer to policy 08F9532001 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111550,08F9532009,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,11.08,0.00,11.08,Internal transfer to policy 08F9532009 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111550,08F9532009,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,11.08,0.00,6.08,Internal transfer to policy 08F9532009 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100110976,08F9532010,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,6.09,0.00,2.39,Internal transfer to policy 08F9532010 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108549,08F9532013,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532013 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100108549,08F9532013,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532013 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100110121,08F9532014,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532014 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100110121,08F9532014,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532014 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107148,08F9532027,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532027 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107148,08F9532027,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532027 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100106779,08F9532051,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,10.15,0.00,1.63,Internal transfer to policy 08F9532051 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111421,08F9532065,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,20.31,0.00,8.56,Internal transfer to policy 08F9532065 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108821,08F9532082,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,11.08,0.00,1.00,Internal transfer to policy 08F9532082 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111848,08F9532087,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,2.03,0.00,2.03,Internal transfer to policy 08F9532087 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111848,08F9532087,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,2.03,0.00,2.03,Internal transfer to policy 08F9532087 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108180,08F9532097,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532097 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108180,08F9532097,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.09,0.00,4.47,Internal transfer to policy 08F9532097 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111355,08F9532099,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.60,0.00,6.60,Internal transfer to policy 08F9532099 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111355,08F9532099,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.60,0.00,6.60,Internal transfer to policy 08F9532099 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106758,08F9532128,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,13.85,0.00,0.81,Internal transfer to policy 08F9532128 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107425,08F9532147,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,7.11,0.00,1.74,Internal transfer to policy 08F9532147 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100107153,08F9532163,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,8.63,0.00,8.63,Internal transfer to policy 08F9532163 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107153,08F9532163,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,8.63,0.00,8.63,Internal transfer to policy 08F9532163 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111847,08F9532171,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,13.85,0.00,13.85,Internal transfer to policy 08F9532171 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100111847,08F9532171,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,13.85,0.00,13.85,Internal transfer to policy 08F9532171 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109354,08F9532200,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,2.36,Internal transfer to policy 08F9532200 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100112300,08F9532216,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,9.14,0.00,4.10,Internal transfer to policy 08F9532216 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109326,08F9532224,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,10.15,0.00,6.92,Internal transfer to policy 08F9532224 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100109326,08F9532224,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.15,0.00,10.15,Internal transfer to policy 08F9532224 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111700,08F9532233,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,10.16,0.00,3.66,Internal transfer to policy 08F9532233 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100112250,08F9532245,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532245 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100112250,08F9532245,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532245 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109563,08F9532312,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,3.03,0.00,3.03,Internal transfer to policy 08F9532312 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109563,08F9532312,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,3.03,0.00,3.03,Internal transfer to policy 08F9532312 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107315,08F9532340,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.08,Internal transfer to policy 08F9532340 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107315,08F9532340,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532340 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111374,08F9532341,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532341 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111374,08F9532341,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532341 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106038,08F9532355,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,8.12,0.00,8.12,Internal transfer to policy 08F9532355 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106038,08F9532355,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,8.12,0.00,8.12,Internal transfer to policy 08F9532355 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100110474,08F9532375,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,14.95,0.00,10.30,Internal transfer to policy 08F9532375 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100106161,08F9532388,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,7.87,0.00,7.87,Internal transfer to policy 08F9532388 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106161,08F9532388,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,7.87,0.00,7.87,Internal transfer to policy 08F9532388 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111951,08F9532396,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532396 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111951,08F9532396,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,4.48,Internal transfer to policy 08F9532396 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100112007,08F9532408,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532408 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100112007,08F9532408,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532408 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107350,08F9532430,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532430 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107350,08F9532430,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532430 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100106802,08F9532437,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,14.77,0.00,14.77,Internal transfer to policy 08F9532437 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100106802,08F9532437,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,14.77,0.00,14.77,Internal transfer to policy 08F9532437 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109316,08F9532440,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,5.08,0.00,0.60,Internal transfer to policy 08F9532440 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109146,08F9532443,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532443 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100109146,08F9532443,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.09,0.00,6.09,Internal transfer to policy 08F9532443 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100108291,08F9532445,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532445 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100108291,08F9532445,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,5.08,0.00,5.08,Internal transfer to policy 08F9532445 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108693,08F9532452,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,10.16,0.00,1.36,Internal transfer to policy 08F9532452 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100108693,08F9532452,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.16,0.00,10.16,Internal transfer to policy 08F9532452 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111351,08F9532453,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.60,0.00,6.60,Internal transfer to policy 08F9532453 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100111351,08F9532453,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,6.60,0.00,6.60,Internal transfer to policy 08F9532453 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107741,08F9532486,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,11.02,0.00,6.02,Internal transfer to policy 08F9532486 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100107741,08F9532486,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,11.02,0.00,11.02,Internal transfer to policy 08F9532486 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3801
Policy,Unum,F100108507,08F9532489,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Active,56,10.15,0.00,10.15,Internal transfer to policy 08F9532489 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
Policy,Unum,F100112078,08F9532509,49923,MILLIKEN & COMPANY,1001,02/23/2026,ListBill,Internal Transfer to Policy,Partial Processed,56,6.09,0.00,0.66,Internal transfer to policy 08F9532509 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3800
